Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
OUT,Outfront Media Inc,2.4,5.53%,$26.34,$1.5200,2020-03-05,Quarter,2020-03-31,Financial,Property Management,Qualified,2020-03-06,2020-02-25,No
CVX,Chevron Corp,2.6,5.53%,$93.34,$5.1600,2020-02-14,Quarter,2020-03-10,Basic Materials,Major Integrated Oil And Gas,Qualified,2020-02-18,2020-01-29,No
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",1.6,5.53%,$9.30,$0.5200,2019-12-19,Quarter,2020-01-15,Financial,Closed End Fund Debt,Unknown,2019-12-20,2019-12-10,No
HST,Host Hotels & Resorts Inc.,1.4,5.52%,$14.48,$0.8000,2020-03-30,Quarter,2020-04-15,Financial,Reit Hotel Motel,Non-Qualified,2020-03-31,2020-02-19,No
PPR,ING Prime Rate Trust Shs Ben Int,1.6,5.52%,$4.91,$0.2748,2020-02-07,Monthly,2020-02-25,Financial,Closed End Fund Debt,Unknown,2020-02-10,2020-01-31,No
MGR,Affiliated Managers Group Inc.,1.6,5.51%,$25.86,$1.4688,2020-03-26,Quarter,2020-03-30,Financial,Diversified Investments,Non-Qualified,2020-03-27,2019-12-13,No
ABBV,AbbVie Inc.,3,5.51%,$85.71,$4.7200,2020-04-14,Quarter,2020-05-15,Healthcare,Drug Manufacturers Major,Qualified,2020-04-15,2020-02-20,No
DRH,DiamondRock Hospitality Co.,2.2,5.48%,$9.12,$0.5000,2019-12-31,Quarter,2020-01-13,Financial,Reit Hotel Motel,Non-Qualified,2020-01-02,2019-12-17,No
MCY,Mercury General,2.4,5.48%,$43.31,$2.5200,2020-03-16,Quarter,2020-03-31,Financial,Property And Casualty Insurance,Qualified,2020-03-17,2020-02-10,No
NMFX,New Mountain Finance Corporation,1.6,5.48%,$26.56,$1.4375,2020-03-12,Quarter,2020-04-01,Financial,Diversified Investments,Non-Qualified,2020-03-13,2019-11-21,No
BHK,Blackrock Core Bond Trust,1.6,5.46%,$14.85,$0.8112,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
TEO,Telecom Argentina S.A.,0.8,5.45%,$11.60,$0.6477,2019-10-18,Annually,2019-10-25,Technology,Diversified Communication Services,Unknown,2019-10-21,N/A,Yes
CEO,CNOOC Ltd. ADR (Sponsored),3.2,5.44%,$138.33,$7.5307,2019-09-11,Semi Annually,2019-10-23,Basic Materials,Independent Oil And Gas,Unknown,2019-09-12,N/A,Yes
IRT,Independence Realty Trust Inc,2.2,5.43%,$13.26,$0.7200,2019-12-24,Quarter,2020-01-24,Financial,Reit Residential,Non-Qualified,2019-12-26,2019-12-16,No
MBT,Mobile Telesystems OJSC ADR (Sponsored),3,5.43%,$9.70,$0.5410,2019-10-10,Semi Annually,2019-11-07,Technology,Wireless Communications,Unknown,2019-10-14,N/A,Yes
SAMG,Silvercrest Asset Management Group Inc,3,5.42%,$11.56,$0.6400,2020-03-12,Quarter,2020-03-20,Financial,Diversified Investments,Qualified,2020-03-13,2020-02-13,No
JPM-PR-D,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O,1.6,5.42%,$26.52,$1.4375,2020-01-30,Quarter,2020-03-02,Financial,Money Center Banks,Qualified,2020-01-31,2020-01-15,No
LVS,Las Vegas Sands,3,5.42%,$58.31,$3.1600,2020-03-17,Quarter,2020-03-26,Services,Resorts And Casinos,Non-Qualified,2020-03-18,2020-01-21,No
HNNA,Hennessy Advisors Inc,2.4,5.42%,$10.15,$0.5500,2020-02-21,Quarter,2020-03-06,Financial,Asset Management,Qualified,2020-02-24,2020-02-11,No
COTY,Coty Inc,2.6,5.42%,$9.23,$0.5000,2020-02-14,Quarter,2020-03-27,Consumer Goods,Personal Products,Unknown,2020-02-18,2020-02-05,No
BWL-A,Bowl America Inc. Cl. A Com.,1,5.41%,$12.94,$0.7000,2020-01-09,Quarter,2020-02-12,Consumer Goods,Recreational Goods Other,Qualified,2020-01-10,2019-12-03,No
BCE,BCE Inc.,3.4,5.40%,$44.33,$2.3952,2019-12-13,Quarter,2020-01-15,Technology,Telecom Services Domestic,Unknown,2019-12-16,2019-10-30,Yes
E,Eni,4,5.40%,$25.00,$1.3488,2019-09-23,Semi Annually,2019-10-10,Basic Materials,Major Integrated Oil And Gas,Unknown,2019-09-24,N/A,Yes
ICL,Israel Chemicals Ltd.,4.2,5.39%,$3.71,$0.2000,2020-03-03,Quarter,2020-03-18,Basic Materials,Agricultural Chemicals,Unknown,2020-03-04,N/A,Yes
VOD,Vodafone Group,3,5.38%,$17.50,$0.9673,2019-11-27,Semi Annually,2020-02-07,Technology,Wireless Communications,Unknown,2019-11-29,N/A,Yes
STX,Seagate Technology,2.6,5.38%,$47.95,$2.6000,2020-03-24,Quarter,2020-04-08,Technology,Data Storage Devices,Qualified,2020-03-25,2020-02-04,No
SRC,Spirit Realty Capital Inc,2.2,5.37%,$45.50,$2.5000,2019-12-30,Quarter,2020-01-15,Financial,Reit Diversified,Non-Qualified,2019-12-31,2019-11-08,No
PFF,iShares S&P US Preferred Stock Fund,1.6,5.36%,$36.30,$1.9651,2020-03-02,Monthly,2020-03-06,Financial,Money Center Banks,Unknown,2020-03-03,2020-02-28,No
UMPQ,Umpqua Holdings Corporation,3.8,5.36%,$15.39,$0.8400,2019-12-30,Quarter,2020-01-15,Financial,Regional Pacific Banks,Qualified,2019-12-31,2019-12-13,No
PPL,PPL Corporation,2,5.36%,$30.01,$1.6600,2020-03-09,Quarter,2020-04-01,Utilities,Electric Utilities,Qualified,2020-03-10,2020-02-14,No
FT,Franklin Universal Trust Shs. Ben. Int.,1.6,5.36%,$7.17,$0.3840,2020-02-27,Monthly,2020-03-13,Financial,Closed End Fund Debt,Unknown,2020-02-28,2020-02-18,No
UBA,Urstadt Biddle Properties,3.6,5.33%,$20.61,$1.1200,2020-01-02,Quarter,2020-01-17,Financial,Reit Residential,Non-Qualified,2020-01-03,2019-12-18,No
PBF,PBF Energy Inc.,1.8,5.33%,$22.39,$1.2000,2020-02-24,Quarter,2020-03-17,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-25,2020-02-13,No
RELL,Richardson Electronics,1.6,5.32%,$4.47,$0.2400,2020-02-05,Quarter,2020-02-27,Services,Electronics Wholesale,Qualified,2020-02-06,2020-01-08,No
TFSL,TFS Financial Corp,2,5.32%,$20.44,$1.1200,2020-03-09,Quarter,2020-03-24,Financial,Regional Midwest Banks,Qualified,2020-03-10,2020-02-27,No
KFFB,Kentucky First Federal Bancorp,1.4,5.31%,$7.52,$0.4000,2020-01-30,Quarter,2020-02-18,Financial,Savings And Loans,Qualified,2020-01-31,2020-01-10,No
BKE,Buckle Inc.,2.8,5.30%,$22.63,$1.2000,2020-01-09,Quarter,2020-01-24,Services,Apparel Stores,Qualified,2020-01-10,2019-12-02,No
BNS,Bank of Nova Scotia,3.6,5.29%,$52.35,$2.7708,2020-01-06,Quarter,2020-01-29,Financial,Foreign Money Center Banks,Unknown,2020-01-07,2019-11-26,No
CMP,Compass Minerals International,3.6,5.28%,$54.55,$2.8800,2020-02-28,Quarter,2020-03-16,Basic Materials,Synthetics,Qualified,2020-03-02,2020-02-19,No
NWBI,"Northwest Bancshares, Inc. (MD)",3.8,5.27%,$13.89,$0.7600,2020-02-05,Quarter,2020-02-14,Financial,Savings And Loans,Qualified,2020-02-06,2020-01-27,No
SMFG,"Sumitomo Mitsui Financial Grp, Inc. (ADR)",2.2,5.27%,$6.37,$0.3309,N/A,N/A,N/A,Financial,Foreign Regional Banks,N/A,N/A,N/A,Yes
MED,Medifast Inc.,2,5.27%,$83.11,$4.5200,2019-12-26,Quarter,2020-02-06,Services,Specialty Retail Other,Qualified,2019-12-27,2019-12-03,No
NHI,National Health Investors,3.8,5.26%,$81.73,$4.4100,2020-03-30,Quarter,2020-05-08,Financial,Reit Healthcare Facilities,Non-Qualified,2020-03-31,2020-02-19,No
AHH,Armada Hoffler Properties Inc,2.6,5.25%,$16.76,$0.8800,2020-03-24,Quarter,2020-04-02,Financial,Reit Diversified,Non-Qualified,2020-03-25,2020-02-20,No
LAZ,Lazard Ltd.,3.4,5.25%,$35.82,$1.8800,2020-02-14,Quarter,2020-02-28,Financial,Asset Management,Unknown,2020-02-18,2020-01-29,No
CRWS,"Crown Crafts, Inc. Com.",1.8,5.25%,$6.10,$0.3200,2020-03-12,Quarter,2020-04-03,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-13,2020-02-11,No
GTY,Getty Realty Corp,3.6,5.22%,$28.34,$1.4800,2020-03-25,Quarter,2020-04-09,Financial,Reit Retail,Non-Qualified,2020-03-26,2020-02-26,No
ROIC,Retail Opportunity Investments Corp,3,5.22%,$15.00,$0.8000,2020-03-13,Quarter,2020-03-30,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-18,No
KMI,Kinder Morgan Inc.,3.6,5.22%,$19.17,$1.0000,2020-01-31,Quarter,2020-02-18,Basic Materials,Oil And Gas Pipelines,Qualified,2020-02-03,2020-01-22,No
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),3.8,5.21%,$36.12,$1.9032,2020-02-24,Monthly,2020-03-13,Basic Materials,Oil And Gas Pipelines,Unknown,2020-02-25,2020-02-05,No
UE,Urban Edge Properties,2.6,5.20%,$16.20,$0.8800,2020-03-13,Quarter,2020-03-31,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-21,No
MEOH,Methanex,2.6,5.20%,$28.85,$1.4400,2020-03-16,Quarter,2020-03-31,Basic Materials,Specialty Chemicals,Qualified,2020-03-17,2020-01-30,No
OLN,Olin Corp,1,5.19%,$16.19,$0.8000,2020-02-07,Quarter,2020-03-10,Basic Materials,Copper,Qualified,2020-02-10,2020-01-24,No
CMA,Comerica,2,5.17%,$52.64,$2.7200,2020-03-12,Quarter,2020-04-01,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-01-28,No
MFG,Mizuho Financial Group Inc ADR Sponsored,2.8,5.16%,$2.65,$0.1378,N/A,N/A,N/A,Financial,Foreign Regional Banks,N/A,N/A,N/A,Yes
WY,Weyerhaeuser,2.6,5.16%,$25.98,$1.3600,2020-03-05,Quarter,2020-03-20,Industrial Goods,Lumber Wood Production,Non-Qualified,2020-03-06,2020-02-14,No
RHP,"Ryman Hospitality Properties, Inc.",2.4,5.15%,$69.51,$3.8000,2020-03-30,Quarter,2020-04-15,Services,Lodging,Non-Qualified,2020-03-31,2020-02-25,No
RCII,"Rent-A-Center, Inc. ",3,5.14%,$21.29,$1.1600,2020-01-03,Quarter,2020-01-29,Services,Rental And Leasing Services,Qualified,2020-01-06,2019-12-05,No
NTES,"NetEase, Inc (ADR)",2.2,5.14%,$318.71,$16.5600,2019-12-05,Quarter,2019-12-13,Technology,Internet Software And Services,Unknown,2019-12-06,N/A,Yes
WPC,W.P. Carey Inc.,2.6,5.14%,$77.41,$4.1520,2019-12-30,Quarter,2020-01-15,Financial,Property Management,Non-Qualified,2019-12-31,2019-12-18,No
VIRT,Virtu Financial Inc,3.4,5.14%,$18.81,$0.9600,2020-02-28,Quarter,2020-03-16,Financial,Diversified Investments,Qualified,2020-03-02,2020-02-11,No
JCAP,"Jernigan Capital, Inc.",2,5.13%,$17.92,$0.9200,2020-03-31,Quarter,2020-04-15,Financial,Reit Industrial,Non-Qualified,2020-04-01,2020-02-21,No
SXC,SunCoke Energy Inc,1.8,5.11%,$4.61,$0.2400,2020-02-14,Quarter,2020-03-02,Basic Materials,Steel And Iron,Unknown,2020-02-18,2020-01-29,No
CNAF,Commercial National Financial Corp. (PA) Com.,1.4,5.10%,$20.40,$1.0400,2020-02-27,Quarter,2020-03-06,Financial,Regional Midwest Banks,Qualified,2020-02-28,2020-02-18,No
SHG,Shinhan Financial Group Co. Ltd. ADR (Sponsored) Restricted,2.4,5.09%,$26.74,$1.3885,N/A,N/A,N/A,Financial,Foreign Regional Banks,N/A,N/A,N/A,Yes
TCO,Taubman Centers,1.6,5.09%,$52.06,$2.7000,2019-12-13,Quarter,2019-12-31,Financial,Reit Retail,Non-Qualified,2019-12-16,2019-12-05,No
LTC,LTC Properties,2.6,5.09%,$44.83,$2.2800,2020-03-20,Monthly,2020-03-31,Financial,Reit Healthcare Facilities,Non-Qualified,2020-03-23,2020-01-02,No
AKR,Acadia Realty Trust,2.6,5.08%,$22.84,$1.1600,2020-03-30,Quarter,2020-04-15,Financial,Mortgage Investment,Non-Qualified,2020-03-31,2020-02-27,No
HTBK,Heritage Commerce Corp.,4,5.07%,$10.26,$0.5200,2020-02-04,Quarter,2020-02-19,Financial,Regional Pacific Banks,Qualified,2020-02-05,2020-01-23,No
BSET,Bassett Furniture Industries Inc.,2.2,5.07%,$9.87,$0.5000,2020-02-13,Quarter,2020-02-28,Consumer Goods,Home Furnishings And Fixtures,Qualified,2020-02-14,2020-01-16,No
SFB,Stifel Financial Corp,1.6,5.05%,$25.54,$1.3000,2020-03-31,Quarter,2020-04-15,Financial,Investment Brokerage Regional,Non-Qualified,2020-04-01,2019-12-13,No
FSP,Franklin Street Properties,1.4,5.05%,$7.13,$0.3600,2020-01-23,Quarter,2020-02-13,Financial,Real Estate Development,Non-Qualified,2020-01-24,2020-01-10,No
SSW,Seaspan,2.8,5.05%,$9.91,$0.5000,2020-01-16,Quarter,2020-01-30,Services,Shipping,Unknown,2020-01-20,2020-01-03,No
CNP,CenterPoint Energy,2.8,5.04%,$23.02,$1.1600,2020-02-19,Quarter,2020-03-12,Utilities,Diversified Utilities,Qualified,2020-02-20,2020-02-03,No
SU,Suncor Energy,3,5.04%,$27.60,$1.3928,2020-03-03,Quarter,2020-03-25,Basic Materials,Independent Oil And Gas,Unknown,2020-03-04,2020-02-05,No
BCV,Bancroft Fund Ltd,1.4,5.03%,$23.05,$1.1600,2020-03-16,Quarter,2020-03-24,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-02-12,No
HRB,H&R Block,3.2,5.03%,$20.67,$1.0400,2019-12-06,Quarter,2020-01-02,Services,Personal Services,Qualified,2019-12-09,2019-11-07,No
MPW,Medical Properties Trust,3,5.03%,$21.13,$1.0800,2020-03-11,Quarter,2020-04-09,Financial,Reit Healthcare Facilities,Non-Qualified,2020-03-12,2020-02-14,No
MFC,Manulife Financial,3.4,5.02%,$16.84,$0.8460,2020-02-24,Quarter,2020-03-19,Financial,Life Insurance,Unknown,2020-02-25,2020-02-12,No
JMP,JMP Group,3.2,5.02%,$3.19,$0.1600,2019-11-14,Quarter,2019-11-29,Financial,Investment Brokerage National,Unknown,2019-11-15,2019-11-04,No
IRCP,IRSA Propiedades Comerciales S.A.,1.6,5.00%,$11.85,$0.5927,2019-11-08,Semi Annually,2019-11-20,Financial,Real Estate Development,Unknown,2019-11-12,N/A,Yes
SPOK,"Spok Holdings, Inc.",0.6,5.00%,$9.96,$0.5000,2020-03-13,Quarter,2020-03-30,Technology,Wireless Communications,Unknown,2020-03-16,2020-02-26,No
STAG,"STAG Industrial, Inc.",2.8,4.99%,$27.98,$1.4400,2020-03-30,Monthly,2020-04-15,Financial,Reit Industrial,Non-Qualified,2020-03-31,2020-01-09,No
HOG,Harley-Davidson,3.2,4.99%,$30.47,$1.5200,2020-03-04,Quarter,2020-03-20,Consumer Goods,Recreational Vehicles,Qualified,2020-03-05,2020-02-19,No
GM,General Motors Company,1.8,4.98%,$30.50,$1.5200,2020-03-05,Quarter,2020-03-20,Consumer Goods,Auto Manufacturers Major,Qualified,2020-03-06,2020-02-03,No
GEF,Greif Inc.,2.2,4.98%,$35.34,$1.7600,2020-03-17,Quarter,2020-04-01,Consumer Goods,Packaging And Containers,Qualified,2020-03-18,2020-02-25,No
IBM,IBM Corp,2.8,4.98%,$130.15,$6.4800,2020-02-07,Quarter,2020-03-10,Technology,Diversified Computer Systems,Qualified,2020-02-10,2020-01-28,No
ECF,Ellsworth Fund Ltd,1.4,4.98%,$10.45,$0.5200,2020-03-16,Quarter,2020-03-24,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-02-12,No
BEN,Franklin Resources,2,4.96%,$21.76,$1.0800,2020-03-30,Quarter,2020-04-13,Financial,Asset Management,Qualified,2020-03-31,2020-02-11,No
CADE,Cadence Bancorporation,2.8,4.96%,$14.12,$0.7000,2020-02-14,Quarter,2020-02-25,Financial,Regional Southeast Banks,Qualified,2020-02-18,2020-02-04,No
BCBP,BCB Bancorp,4.4,4.94%,$11.34,$0.5600,2020-02-06,Quarter,2020-02-21,Financial,Regional Northeast Banks,Qualified,2020-02-07,2020-01-21,No
LEO,"Dreyfus Strategic Municipals, Inc. Com.",1.6,4.94%,$8.51,$0.4200,2020-03-12,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-02-27,No
SWM,Schweitzer Maudit,2,4.93%,$33.72,$1.7600,2020-03-03,Quarter,2020-03-20,Consumer Goods,Paper And Paper Products,Qualified,2020-03-04,2020-02-20,No
BFS,Saul Centers,1.2,4.93%,$43.01,$2.1200,2020-01-16,Quarter,2020-01-31,Financial,Real Estate Development,Non-Qualified,2020-01-17,2019-12-05,No
SJR,Shaw Communications,3.4,4.93%,$17.35,$0.8904,2020-02-13,Monthly,2020-02-27,Services,Catv Systems,Unknown,2020-02-14,2019-10-24,No
CFG,"Citizens Financial Group, Inc.",3.4,4.92%,$31.69,$1.5600,2020-01-28,Quarter,2020-02-12,Financial,Money Center Banks,Qualified,2020-01-29,2020-01-15,No
BPFH,Boston Private Financial Holdings,4,4.92%,$9.75,$0.4800,2020-02-06,Quarter,2020-02-21,Financial,Regional Northeast Banks,Qualified,2020-02-07,2020-01-22,No
GOGL,Golden Ocean Group Limited,2,4.91%,$4.07,$0.2000,2020-03-05,Quarter,2020-03-19,Services,Shipping,Unknown,2020-03-06,2020-02-18,No
PBCT,People's United Financial,4.4,4.91%,$13.99,$0.7100,2020-01-30,Quarter,2020-02-15,Financial,Savings And Loans,Qualified,2020-02-01,2020-01-16,No
NL,NL Industries,2.6,4.89%,$3.37,$0.1600,2020-03-02,Quarter,2020-03-17,Basic Materials,Synthetics,Qualified,2020-03-03,2020-02-19,No
HBAN,Huntington Bancshares,4.4,4.89%,$12.27,$0.6000,2020-03-17,Quarter,2020-04-01,Financial,Regional Midwest Banks,Non-Qualified,2020-03-18,2020-01-23,No
DOC,Physicians Realty Trust,3.2,4.88%,$18.86,$0.9200,2020-01-02,Quarter,2020-01-17,Financial,Reit Healthcare Facilities,Non-Qualified,2020-01-03,2019-12-19,No
GSK,GlaxoSmithKline PLC,3.4,4.86%,$40.53,$1.9693,2019-11-14,Quarter,2020-01-09,Healthcare,Drug Manufacturers Major,Unknown,2019-11-15,N/A,Yes
ARKR,Ark Restaurants Corp. Com.,1.6,4.85%,$20.60,$1.0000,2019-12-13,Quarter,2020-01-07,Services,Restaurants,Non-Qualified,2019-12-16,2019-12-04,No
VNO,Vornado Realty Trust,2.2,4.85%,$53.58,$2.6400,2020-01-24,Quarter,2020-02-14,Financial,Real Estate Development,Non-Qualified,2020-01-27,2020-01-15,No
PSX,Phillips 66,2.4,4.85%,$74.86,$3.6000,2020-02-14,Quarter,2020-03-02,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-18,2020-02-05,No
NMZ,Nuveen Municipal High Income Opportunity Fund,1.6,4.84%,$14.27,$0.7140,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
MPC,Marathon Petroleum Corporation,2,4.84%,$47.42,$2.3200,2020-02-18,Quarter,2020-03-10,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-19,2020-01-27,No
NEXA,Nexa Resources S.A.,1,4.83%,$7.34,$0.3775,2020-03-13,Annually,2020-03-30,Basic Materials,Industrial Metals And Minerals,Unknown,2020-03-16,2020-02-13,No
UMH,UMH Properties,1.6,4.82%,$14.51,$0.7200,2020-02-14,Quarter,2020-03-16,Financial,Reit Residential,Non-Qualified,2020-02-18,2020-01-15,No
D,Dominion Resources,4,4.81%,$78.18,$3.7600,2020-02-27,Quarter,2020-03-20,Utilities,Electric Utilities,Qualified,2020-02-28,2020-01-24,No
ORAN,Orange SA (ADR),3.4,4.80%,$13.38,$0.6644,2019-11-27,Semi Annually,2019-12-19,Technology,Telecom Services Foreign,Unknown,2019-11-29,N/A,Yes
WFC,Wells Fargo,3,4.80%,$40.85,$2.0400,2020-02-06,Quarter,2020-03-01,Financial,Money Center Banks,Qualified,2020-02-07,2020-01-28,No
VICI,VICI Properties Inc.,3,4.80%,$25.06,$1.1900,2019-12-26,Quarter,2020-01-09,Financial,Reit Diversified,Non-Qualified,2019-12-27,2019-12-12,No
MMD,MainStay DefinedTerm Municipal Opportunities Fund,1.6,4.79%,$21.00,$1.0200,2020-03-13,Monthly,2020-03-31,Financial,Diversified Investments,Unknown,2020-03-16,2020-01-02,No
HVT-A,"Haverty Furniture Cos., Inc. Cl A",2.4,4.79%,$15.88,$0.7600,2020-03-11,Quarter,2020-03-27,Services,Home Furnishing Stores,Qualified,2020-03-12,2020-02-26,No
PFG,Principal Financial Group,3.2,4.79%,$44.39,$2.2400,2020-02-28,Quarter,2020-03-27,Financial,Asset Management,Qualified,2020-03-02,2020-01-28,No
RESI,Altisource Residential Corporation,1.6,4.78%,$12.68,$0.6000,2020-01-17,Quarter,2020-01-28,Financial,Reit Residential,Non-Qualified,2020-01-21,2020-01-08,No
LAMR,Lamar Advertising Co,3.4,4.78%,$83.74,$4.0000,2020-03-13,Quarter,2020-03-31,Services,Advertising Agencies,Non-Qualified,2020-03-16,2020-02-27,No
IPG,Interpublic Group,4.4,4.78%,$21.36,$1.0200,2020-02-28,Quarter,2020-03-16,Services,Advertising Agencies,Qualified,2020-03-02,2020-02-12,No
AVGO,Broadcom Limited,3.6,4.77%,$272.62,$13.0000,2019-12-20,Quarter,2019-12-31,Technology,Semiconductor Broad Line,Qualified,2019-12-23,2019-12-12,No
SCCO,Southern Copper,4,4.77%,$33.65,$1.6000,2020-03-09,Quarter,2020-03-24,Basic Materials,Copper,Unknown,2020-03-10,2020-02-20,No
UNM,Unum Group,3.2,4.77%,$23.31,$1.1400,2020-01-30,Quarter,2020-02-21,Financial,Accident And Health Insurance,Qualified,2020-01-31,2020-01-17,No
VLGEA,"Village Super Market, Inc.",1,4.76%,$20.55,$1.0000,2019-12-31,Quarter,2020-01-23,Services,Grocery Stores,Qualified,2020-01-02,2019-12-13,No
CZNC,Citizens & Northern Corp,3.8,4.76%,$22.69,$1.0800,2020-01-24,Quarter,2020-02-07,Financial,Regional Mid Atlantic Banks,Qualified,2020-01-27,2020-01-16,No
FNB,F.N.B Corporation,3.4,4.76%,$10.09,$0.4800,2020-03-04,Quarter,2020-03-15,Financial,Regional Southeast Banks,Qualified,2020-03-05,2020-02-21,No
HVT,"Haverty Furniture Cos., Inc.",3.6,4.76%,$16.82,$0.8000,2020-03-11,Quarter,2020-03-27,Services,Home Furnishing Stores,Qualified,2020-03-12,2020-02-26,No
UBFO,United Security Bancshares (CA),1.4,4.75%,$8.66,$0.4400,2019-12-31,Quarter,2020-01-14,Financial,Regional Pacific Banks,Qualified,2020-01-02,2019-12-17,No
MNR,Monmouth Real Estate Investment Corp,2.6,4.75%,$14.20,$0.6800,2020-02-14,Quarter,2020-03-16,Financial,Reit Retail,Non-Qualified,2020-02-18,2020-01-16,No
PMO,Putnam Municipal Opportunities Trust Shs Ben Int,1.6,4.74%,$13.12,$0.6372,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Non-Qualified,2020-03-24,2020-01-24,No
BMO,Bank of Montreal,3.4,4.74%,$67.88,$3.2156,2020-01-31,Quarter,2020-02-26,Financial,Foreign Money Center Banks,Unknown,2020-02-03,2019-12-03,No
TU,Telus Corp,3.4,4.73%,$36.27,$1.7676,2019-12-10,Quarter,2020-01-02,Technology,Wireless Communications,Unknown,2019-12-11,2019-11-07,No
CMU,MFS High Yield Municipal Trust Sh Ben Int,1.6,4.72%,$4.70,$0.2220,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
MVF,"BlackRock MuniVest Fund, Inc",1.6,4.72%,$9.24,$0.4260,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
MSM,MSC Industrial Direct Co.,3.8,4.72%,$61.82,$3.0000,2020-01-21,Quarter,2020-02-05,Services,Industrial Equipment Wholesale,Qualified,2020-01-22,2019-12-17,No
CXE,MFS High Income Municipal Trust Sh Ben Int,1.6,4.71%,$5.35,$0.2520,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
BLE,Blackrock Municipal Income Trust II Com Shares of Beneficial Interest,1.6,4.71%,$14.78,$0.6960,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
FNLC,First National Lincoln Corp,1.4,4.71%,$25.50,$1.2000,2020-01-06,Quarter,2020-01-17,Financial,Regional Northeast Banks,Qualified,2020-01-07,2019-12-19,No
COR,CoreSite Reality Corporation,3,4.70%,$103.73,$4.8800,2019-12-30,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-31,2019-12-11,No
DMF,"Dreyfus Municipal Income, Inc. Com.",1.6,4.70%,$8.93,$0.4200,2020-03-12,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-02-27,No
OIA,Invesco Municipal Income Opportunities Trust,1.6,4.69%,$7.96,$0.3792,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
SCHN,Schnitzer Steel,2.6,4.68%,$16.48,$0.7500,2020-02-07,Quarter,2020-02-24,Basic Materials,Steel And Iron,Qualified,2020-02-10,2020-01-30,No
MN,Manning and Napier Inc,2,4.68%,$1.62,$0.0800,2020-01-14,Quarter,2020-02-03,Financial,Asset Management,Qualified,2020-01-15,2019-10-24,No
HCP,HCP Inc.,2,4.68%,$35.78,$1.4800,2019-11-01,Quarter,2019-11-19,Financial,Reit Healthcare Facilities,Non-Qualified,2019-11-04,2019-10-23,No
ESP,Espy Manufacturing & Electronics,1.4,4.67%,$21.40,$1.0000,2019-12-20,Quarter,2019-12-30,Technology,Diversified Electronics,Qualified,2019-12-23,2019-12-09,No
