Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
ILPT,Industrial Logistics Properties Trust,2.2,6.16%,$22.36,$1.3200,2020-01-24,Quarter,2020-02-20,Financial,Reit Industrial,Non-Qualified,2020-01-27,2020-01-16,No
STAF,"Staffing 360 Solutions, Inc.",0.6,6.15%,$0.67,$0.0400,2019-12-12,Quarter,2019-12-27,Services,Staffing And Outsourcing Services,Qualified,2019-12-14,2019-11-27,No
HAFC,Hanmi Financial Corp,3.6,6.14%,$14.96,$0.9600,2020-01-31,Quarter,2020-02-27,Financial,Regional Pacific Banks,Unknown,2020-02-03,2020-01-23,No
ETH,Ethan Allen,3,6.14%,$13.39,$0.8400,2020-04-08,Quarter,2020-04-23,Consumer Goods,Home Furnishings And Fixtures,Qualified,2020-04-09,2020-01-29,No
PBY,Pep Boys,1.4,6.13%,$25.54,$1.5625,2020-05-29,Quarter,2020-06-15,Services,Auto Parts Stores,Non-Qualified,2020-06-01,2020-01-21,No
TGP,Teekay LNG Partners L.P.,2.8,6.09%,$12.02,$0.7600,2020-01-30,Quarter,2020-02-14,Services,Shipping,Unknown,2020-01-31,2020-01-20,No
SELF,"Self Storage Group, Inc.",1.4,6.09%,$4.21,$0.2600,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Unknown,2020-03-16,2020-03-02,No
VLO,Valero Energy Corporation,2,6.08%,$62.43,$3.9200,2020-02-11,Quarter,2020-03-04,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-12,2020-01-23,No
VTR,"Ventas, Inc.",2.8,6.08%,$52.84,$3.1700,2019-12-31,Quarter,2020-01-13,Financial,Reit Healthcare Facilities,Non-Qualified,2020-01-02,2019-12-06,No
UBP,Urstadt Biddle Properties Inc,2.6,6.08%,$16.65,$1.0000,2020-01-02,Quarter,2020-01-17,Financial,Reit Diversified,Non-Qualified,2020-01-03,2019-12-18,No
BRX,Brixmor Property Group Inc,2.4,6.06%,$18.43,$1.1400,2020-04-03,Quarter,2020-04-15,Financial,Reit Retail,Non-Qualified,2020-04-06,2020-02-10,No
NUS,Nu Skin Enterprises,2.6,6.05%,$24.79,$1.5000,2020-02-27,Quarter,2020-03-11,Services,Drugs Wholesale,Qualified,2020-02-28,2020-02-12,No
NAVI,Navient Corp,3,6.04%,$10.56,$0.6400,2020-03-05,Quarter,2020-03-20,Financial,Credit Services,Qualified,2020-03-06,2020-02-18,No
MFGP,Micro Focus International Plc,1,6.04%,$8.89,$0.5536,2019-09-05,Annually,2019-10-07,Technology,Application Software,Unknown,2019-09-06,N/A,No
PBF,PBF Energy Inc.,1.8,6.04%,$18.28,$1.2000,2020-02-24,Quarter,2020-03-17,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-25,2020-02-13,No
PBI,Pitney Bowes,1.8,6.01%,$3.25,$0.2000,2020-02-13,Quarter,2020-03-09,Consumer Goods,Business Equipment,Qualified,2020-02-14,2020-02-04,No
BBGI,Beasley Broadcast Group Inc,2,6.01%,$3.23,$0.2000,2020-03-30,Quarter,2020-04-07,Services,Broadcasting Radio,Qualified,2020-03-31,2020-03-04,No
IBKCP,IberiaBank Corp.,1.6,6.00%,$27.50,$1.6562,2020-01-16,Semi Annually,2020-02-03,Financial,Regional Southeast Banks,Qualified,2020-01-17,2020-01-06,No
GLPI,Gaming and Leisure Properties Inc,1.8,5.98%,$45.44,$2.8000,2020-03-05,Quarter,2020-03-20,Financial,Reit Diversified,Non-Qualified,2020-03-06,2020-02-21,No
DSWL,Deswell Industries,1.2,5.97%,$2.69,$0.1600,2019-11-26,Semi Annually,2019-12-13,Consumer Goods,Rubber And Plastics,Qualified,2019-11-27,2019-11-15,No
CEE,Central Europe and Russia Fund Inc (The),1.2,5.96%,$24.19,$1.4628,2019-12-27,Annually,2020-01-30,Financial,Closed End Fund Foreign,Unknown,2019-12-30,2019-12-19,No
CNK,Cinemark Holdings,3.2,5.95%,$22.89,$1.4400,2020-03-05,Quarter,2020-03-20,Services,Movie Production Theaters,Qualified,2020-03-06,2020-02-21,No
NWL,Newell Brands Inc,2.6,5.95%,$14.62,$0.9200,2020-02-27,Quarter,2020-03-13,Consumer Goods,Housewares And Accessories,Qualified,2020-02-28,2020-02-05,No
NYCB,NY Community Bancorp,3.6,5.94%,$11.81,$0.6800,2020-02-07,Quarter,2020-02-24,Financial,Savings And Loans,Qualified,2020-02-10,2020-01-29,No
QIWI,Qiwi plc,2.8,5.90%,$18.15,$1.0400,2019-11-29,Quarter,2019-12-09,Financial,Credit Services,Unknown,2019-12-02,N/A,No
VHI,Valhi Inc.,2.4,5.88%,$1.32,$0.0800,2020-03-06,Quarter,2020-03-24,Basic Materials,Synthetics,Qualified,2020-03-09,2020-02-27,No
BRG,"Bluerock Residential Growth REIT, Inc",1.4,5.88%,$11.16,$0.6500,2019-12-23,Quarter,2020-01-03,Financial,Reit Residential,Non-Qualified,2019-12-24,2019-12-06,No
GIM,Templeton Global Income Fund (DE),1.6,5.88%,$6.00,$0.3528,2020-02-14,Monthly,2020-02-28,Financial,Closed End Fund Debt,Non-Qualified,2020-02-18,2020-02-03,No
SNP,China Petroleum & Chemical Corp,3,5.86%,$51.57,$3.0343,2019-09-06,Semi Annually,2019-10-03,Basic Materials,Independent Oil And Gas,Unknown,2019-09-09,N/A,Yes
PRU,Prudential Financial,3.2,5.86%,$74.00,$4.4000,2020-02-14,Quarter,2020-03-12,Financial,Life Insurance,Qualified,2020-02-18,2020-02-04,No
WPP,WPP Plc ADR,2.8,5.84%,$47.17,$2.7785,2019-10-03,Semi Annually,2019-11-04,Consumer Goods,Paper And Paper Products,Unknown,2019-10-04,N/A,Yes
GAM,"General American Investors Co., Inc.",1.6,5.84%,$34.89,$2.0800,2019-11-15,Annually,2019-12-30,Financial,Closed End Fund Equity,Unknown,2019-11-18,2019-11-06,No
HCXY,"Hercules Capital, Inc.",1.6,5.83%,$26.61,$1.5625,2020-04-14,Quarter,2020-04-30,Financial,Diversified Investments,Non-Qualified,2020-04-15,2019-12-30,No
LYB,LyondellBasell Industries,3,5.81%,$73.95,$4.2000,2020-02-28,Quarter,2020-03-09,Basic Materials,Specialty Chemicals,Unknown,2020-03-02,2020-02-21,No
BME,BlackRock Health Sciences Trust,2.6,5.81%,$41.06,$2.4000,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-16,2020-03-02,No
WEA,Western Asset Premier Bond Fund,1.6,5.79%,$13.91,$0.7920,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
WRI,Weingarten Realty,2.4,5.79%,$27.88,$1.5800,2020-03-05,Quarter,2020-03-13,Financial,Reit Retail,Non-Qualified,2020-03-06,2020-02-25,No
ANF,Abercrombie & Fitch,2,5.78%,$12.29,$0.8000,2020-03-05,Quarter,2020-03-16,Services,Apparel Stores,Qualified,2020-03-06,2020-02-21,No
TPR,Tapestry Inc.,3.4,5.78%,$22.66,$1.3500,2020-03-05,Quarter,2020-03-30,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-06,2020-02-20,No
OEC,Orion Engineered Carbons S.A,3.2,5.78%,$14.20,$0.8000,2020-03-09,Quarter,2020-03-31,Basic Materials,Specialty Chemicals,Unknown,2020-03-10,2020-02-28,No
FITBI,Fifth Third Bancorp,1.6,5.76%,$28.45,$1.6562,2020-03-26,Quarter,2020-03-31,Financial,Regional Midwest Banks,Qualified,2020-03-27,2020-02-24,No
ESBK,Elmira Savings Bank (NY) Com.,1.4,5.75%,$15.99,$0.9200,2020-03-04,Quarter,2020-03-13,Financial,Regional Northeast Banks,Qualified,2020-03-05,2020-02-19,No
RHP,"Ryman Hospitality Properties, Inc.",2.4,5.74%,$62.65,$3.8000,2020-03-30,Quarter,2020-04-15,Services,Lodging,Non-Qualified,2020-03-31,2020-02-25,No
FANH,Fanhua Inc.,2.4,5.73%,$20.42,$1.1800,2019-12-04,Quarter,2019-12-19,Financial,Insurance Brokers,Unknown,2019-12-05,N/A,Yes
VOD,Vodafone Group,3,5.73%,$18.23,$0.9673,2019-11-27,Semi Annually,2020-02-07,Technology,Wireless Communications,Unknown,2019-11-29,N/A,Yes
T,AT&T,2.6,5.73%,$37.76,$2.0800,2020-01-09,Quarter,2020-02-03,Technology,Telecom Services Domestic,Qualified,2020-01-10,2019-12-13,No
MCY,Mercury General,2.4,5.72%,$44.00,$2.5200,2020-03-16,Quarter,2020-03-31,Financial,Property And Casualty Insurance,Qualified,2020-03-17,2020-02-10,No
WRK,WestRock Company,2.6,5.71%,$33.59,$1.8600,2020-02-13,Quarter,2020-02-26,Consumer Goods,Packaging And Containers,Unknown,2020-02-14,2020-01-31,No
OUT,Outfront Media Inc,2.4,5.69%,$25.48,$1.5200,2020-03-05,Quarter,2020-03-31,Financial,Property Management,Qualified,2020-03-06,2020-02-25,No
TEO,Telecom Argentina S.A.,0.8,5.67%,$11.95,$0.6477,2019-10-18,Annually,2019-10-25,Technology,Diversified Communication Services,Unknown,2019-10-21,N/A,Yes
CTT,"CatchMark Timber Trust, Inc",1,5.65%,$9.33,$0.5400,2020-02-27,Quarter,2020-03-16,Industrial Goods,Lumber Wood Production,Non-Qualified,2020-02-28,2020-02-13,No
LVS,Las Vegas Sands,3,5.65%,$56.46,$3.1600,2020-03-17,Quarter,2020-03-26,Services,Resorts And Casinos,Non-Qualified,2020-03-18,2020-01-21,No
CM,Canadian Imperial Bank of Commerce,3.6,5.65%,$76.57,$4.3784,2019-12-26,Quarter,2020-01-28,Financial,Money Center Banks,Unknown,2019-12-27,2019-12-05,No
HST,Host Hotels & Resorts Inc.,1.4,5.65%,$13.67,$0.8000,2020-03-30,Quarter,2020-04-15,Financial,Reit Hotel Motel,Non-Qualified,2020-03-31,2020-02-19,No
MOV,Movado Group,1.4,5.63%,$14.32,$0.8000,2019-12-05,Quarter,2019-12-20,Consumer Goods,Recreational Goods Other,Qualified,2019-12-06,2019-11-26,No
TAIT,Taitron Components Inc. Cl. A Com.,0.4,5.62%,$2.42,$0.1400,2020-02-13,Quarter,2020-02-28,Services,Electronics Wholesale,Qualified,2020-02-14,2020-01-31,No
DRH,DiamondRock Hospitality Co.,2.2,5.61%,$8.50,$0.5000,2019-12-31,Quarter,2020-01-13,Financial,Reit Hotel Motel,Non-Qualified,2020-01-02,2019-12-17,No
PM,Philip Morris International,3.6,5.60%,$87.74,$4.6800,2019-12-18,Quarter,2020-01-10,Consumer Goods,Tobacco Products Other,Qualified,2019-12-19,2019-12-05,No
BWL-A,Bowl America Inc. Cl. A Com.,1,5.60%,$12.71,$0.7000,2020-01-09,Quarter,2020-02-12,Consumer Goods,Recreational Goods Other,Qualified,2020-01-10,2019-12-03,No
MED,Medifast Inc.,2,5.57%,$78.52,$4.5200,2019-12-26,Quarter,2020-02-06,Services,Specialty Retail Other,Qualified,2019-12-27,2019-12-03,No
AY,Atlantica Yield Plc,1.8,5.57%,$28.95,$1.6400,2020-03-11,Quarter,2020-03-22,Utilities,Electric Utilities,Unknown,2020-03-12,2020-02-26,Yes
ALX,Alexander's Inc.,1.4,5.56%,$316.02,$18.0000,2020-01-24,Quarter,2020-02-14,Financial,Property Management,Non-Qualified,2020-01-27,2020-01-15,No
GMRE,Global Medical REIT Inc,2.2,5.56%,$15.61,$0.8000,2019-12-24,Quarter,2020-01-09,Financial,Reit Healthcare Facilities,Non-Qualified,2019-12-26,2019-12-13,No
NMFX,New Mountain Finance Corporation,1.6,5.55%,$25.88,$1.4375,2020-03-12,Quarter,2020-04-01,Financial,Diversified Investments,Non-Qualified,2020-03-13,2019-11-21,No
RCII,"Rent-A-Center, Inc. ",3,5.55%,$19.94,$1.1600,2020-01-03,Quarter,2020-01-29,Services,Rental And Leasing Services,Qualified,2020-01-06,2019-12-05,No
IP,International Paper,2.8,5.53%,$37.31,$2.0500,2020-02-20,Quarter,2020-03-16,Consumer Goods,Paper And Paper Products,Qualified,2020-02-21,2020-01-14,No
GFY,Western Asset Variable Rate Strategic Fund Inc,1.6,5.52%,$16.78,$0.9300,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
MGR,Affiliated Managers Group Inc.,1.6,5.52%,$26.90,$1.4688,2020-03-26,Quarter,2020-03-30,Financial,Diversified Investments,Non-Qualified,2020-03-27,2019-12-13,No
MBT,Mobile Telesystems OJSC ADR (Sponsored),3,5.52%,$9.91,$0.5410,2019-10-10,Semi Annually,2019-11-07,Technology,Wireless Communications,Unknown,2019-10-14,N/A,Yes
PPR,ING Prime Rate Trust Shs Ben Int,1.6,5.50%,$5.02,$0.2748,2020-02-07,Monthly,2020-02-25,Financial,Closed End Fund Debt,Unknown,2020-02-10,2020-01-31,No
OKE,ONEOK Inc.,2.4,5.48%,$69.48,$3.7400,2020-01-24,Quarter,2020-02-14,Utilities,Gas Utilities,Qualified,2020-01-27,2020-01-15,No
UBA,Urstadt Biddle Properties,3.6,5.47%,$20.65,$1.1200,2020-01-02,Quarter,2020-01-17,Financial,Reit Residential,Non-Qualified,2020-01-03,2019-12-18,No
SAMG,Silvercrest Asset Management Group Inc,3,5.47%,$12.05,$0.6400,2020-03-12,Quarter,2020-03-20,Financial,Diversified Investments,Qualified,2020-03-13,2020-02-13,No
UMPQ,Umpqua Holdings Corporation,3.8,5.46%,$14.83,$0.8400,2019-12-30,Quarter,2020-01-15,Financial,Regional Pacific Banks,Qualified,2019-12-31,2019-12-13,No
LB,L Brands Inc.,2,5.43%,$23.88,$1.2000,2020-02-20,Quarter,2020-03-06,Services,Apparel Stores,Qualified,2020-02-21,2020-02-03,No
COTY,Coty Inc,2.6,5.43%,$9.03,$0.5000,2020-02-14,Quarter,2020-03-27,Consumer Goods,Personal Products,Unknown,2020-02-18,2020-02-05,No
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",1.6,5.43%,$9.66,$0.5200,2019-12-19,Quarter,2020-01-15,Financial,Closed End Fund Debt,Unknown,2019-12-20,2019-12-10,No
CPAC,Cementos Pacasmayo ADR,3.4,5.42%,$8.70,$0.4881,2019-12-06,Annually,2019-12-26,Industrial Goods,Cement,Unknown,2019-12-09,N/A,No
E,Eni,4,5.41%,$24.56,$1.3488,2019-09-23,Semi Annually,2019-10-10,Basic Materials,Major Integrated Oil And Gas,Unknown,2019-09-24,N/A,Yes
CMA,Comerica,2,5.40%,$47.99,$2.7200,2020-03-12,Quarter,2020-04-01,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-01-28,No
CEO,CNOOC Ltd. ADR (Sponsored),3.2,5.39%,$140.36,$7.5307,2019-09-11,Semi Annually,2019-10-23,Basic Materials,Independent Oil And Gas,Unknown,2019-09-12,N/A,Yes
BKE,Buckle Inc.,2.8,5.39%,$21.21,$1.2000,2020-01-09,Quarter,2020-01-24,Services,Apparel Stores,Qualified,2020-01-10,2019-12-02,No
BRT,BRT Apartments Corp.,1.4,5.38%,$16.19,$0.8800,2019-12-19,Quarter,2020-01-07,Financial,Reit Residential,Non-Qualified,2019-12-20,2019-12-09,No
NEXA,Nexa Resources S.A.,1,5.36%,$6.72,$0.3775,2020-03-13,Annually,2020-03-30,Basic Materials,Industrial Metals And Minerals,Unknown,2020-03-16,2020-02-13,No
PPL,PPL Corporation,2,5.35%,$31.72,$1.6600,2020-03-09,Quarter,2020-04-01,Utilities,Electric Utilities,Qualified,2020-03-10,2020-02-14,No
KFFB,Kentucky First Federal Bancorp,1.4,5.33%,$7.65,$0.4000,2020-01-30,Quarter,2020-02-18,Financial,Savings And Loans,Qualified,2020-01-31,2020-01-10,No
MUR,Murphy Oil,1.8,5.33%,$18.71,$1.0000,2020-02-14,Quarter,2020-03-02,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-18,2020-02-05,No
SMFG,"Sumitomo Mitsui Financial Grp, Inc. (ADR)",2.2,5.30%,$6.05,$0.3309,N/A,N/A,N/A,Financial,Foreign Regional Banks,N/A,N/A,N/A,Yes
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),3.8,5.29%,$36.12,$1.9032,2020-03-24,Monthly,2020-04-15,Basic Materials,Oil And Gas Pipelines,Unknown,2020-03-25,2020-03-04,No
JPM-PR-D,JPMorgan Chase Bank N A London Branch Depositary Shs Repstg 1/400th Pfd Ser O,1.6,5.29%,$27.45,$1.4375,2020-01-30,Quarter,2020-03-02,Financial,Money Center Banks,Qualified,2020-01-31,2020-01-15,No
ROIC,Retail Opportunity Investments Corp,3,5.29%,$15.64,$0.8000,2020-03-13,Quarter,2020-03-30,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-18,No
SXC,SunCoke Energy Inc,1.8,5.29%,$4.32,$0.2400,2020-02-14,Quarter,2020-03-02,Basic Materials,Steel And Iron,Unknown,2020-02-18,2020-01-29,No
SU,Suncor Energy,3,5.28%,$26.46,$1.3928,2020-03-03,Quarter,2020-03-25,Basic Materials,Independent Oil And Gas,Unknown,2020-03-04,2020-02-05,No
NWBI,"Northwest Bancshares, Inc. (MD)",3.8,5.28%,$14.32,$0.7600,2020-02-05,Quarter,2020-02-14,Financial,Savings And Loans,Qualified,2020-02-06,2020-01-27,No
UE,Urban Edge Properties,2.6,5.28%,$17.26,$0.8800,2020-03-13,Quarter,2020-03-31,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-21,No
RELL,Richardson Electronics,1.6,5.27%,$4.51,$0.2400,2020-02-05,Quarter,2020-02-27,Services,Electronics Wholesale,Qualified,2020-02-06,2020-01-08,No
SRC,Spirit Realty Capital Inc,2.2,5.27%,$47.95,$2.5000,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-03-03,No
MFG,Mizuho Financial Group Inc ADR Sponsored,2.8,5.26%,$2.58,$0.1378,N/A,N/A,N/A,Financial,Foreign Regional Banks,N/A,N/A,N/A,Yes
IRT,Independence Realty Trust Inc,2.2,5.25%,$14.17,$0.7200,2019-12-24,Quarter,2020-01-24,Financial,Reit Residential,Non-Qualified,2019-12-26,2019-12-16,No
BNS,Bank of Nova Scotia,3.6,5.25%,$51.81,$2.7708,2020-01-06,Quarter,2020-01-29,Financial,Foreign Money Center Banks,Unknown,2020-01-07,2019-11-26,No
PFF,iShares S&P US Preferred Stock Fund,1.6,5.25%,$37.16,$1.9241,2020-03-02,Monthly,2020-03-06,Financial,Money Center Banks,Unknown,2020-03-03,2020-02-28,No
CVX,Chevron Corp,2.6,5.24%,$96.81,$5.1600,2020-02-14,Quarter,2020-03-10,Basic Materials,Major Integrated Oil And Gas,Qualified,2020-02-18,2020-01-29,No
NHI,National Health Investors,3.8,5.22%,$85.92,$4.4100,2020-03-30,Quarter,2020-05-08,Financial,Reit Healthcare Facilities,Non-Qualified,2020-03-31,2020-02-19,No
BHK,Blackrock Core Bond Trust,1.6,5.22%,$15.52,$0.8112,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
SHG,Shinhan Financial Group Co. Ltd. ADR (Sponsored) Restricted,2.4,5.21%,$27.14,$1.3885,N/A,N/A,N/A,Financial,Foreign Regional Banks,N/A,N/A,N/A,Yes
HNNA,Hennessy Advisors Inc,2.4,5.20%,$10.24,$0.5500,2020-02-21,Quarter,2020-03-06,Financial,Asset Management,Qualified,2020-02-24,2020-02-11,No
HOG,Harley-Davidson,3.2,5.20%,$28.87,$1.5200,2020-03-04,Quarter,2020-03-20,Consumer Goods,Recreational Vehicles,Qualified,2020-03-05,2020-02-19,No
UBFO,United Security Bancshares (CA),1.4,5.19%,$9.05,$0.4400,2019-12-31,Quarter,2020-01-14,Financial,Regional Pacific Banks,Qualified,2020-01-02,2019-12-17,No
NTES,"NetEase, Inc (ADR)",2.2,5.18%,$341.81,$16.5600,2019-12-05,Quarter,2019-12-13,Technology,Internet Software And Services,Unknown,2019-12-06,N/A,Yes
STX,Seagate Technology,2.6,5.18%,$50.43,$2.6000,2020-03-24,Quarter,2020-04-08,Technology,Data Storage Devices,Qualified,2020-03-25,2020-02-04,No
BDN,Brandywine Realty,1.8,5.17%,$14.45,$0.7600,2020-04-06,Quarter,2020-04-21,Financial,Reit Office,Non-Qualified,2020-04-07,2020-02-27,No
TCO,Taubman Centers,1.6,5.16%,$52.58,$2.7000,2019-12-13,Quarter,2019-12-31,Financial,Reit Retail,Non-Qualified,2019-12-16,2019-12-05,No
BSET,Bassett Furniture Industries Inc.,2.2,5.15%,$9.32,$0.5000,2020-02-13,Quarter,2020-02-28,Consumer Goods,Home Furnishings And Fixtures,Qualified,2020-02-14,2020-01-16,No
CRWS,"Crown Crafts, Inc. Com.",1.8,5.15%,$6.23,$0.3200,2020-03-12,Quarter,2020-04-03,Consumer Goods,Textile Apparel Clothing,Qualified,2020-03-13,2020-02-11,No
TFSL,TFS Financial Corp,2,5.15%,$22.18,$1.1200,2020-03-09,Quarter,2020-03-24,Financial,Regional Midwest Banks,Qualified,2020-03-10,2020-02-27,No
ABBV,AbbVie Inc.,3,5.14%,$90.82,$4.7200,2020-04-14,Quarter,2020-05-15,Healthcare,Drug Manufacturers Major,Qualified,2020-04-15,2020-02-20,No
MPC,Marathon Petroleum Corporation,2,5.14%,$41.99,$2.3200,2020-02-18,Quarter,2020-03-10,Basic Materials,Oil And Gas Refining And Marketing,Qualified,2020-02-19,2020-01-27,No
WPC,W.P. Carey Inc.,2.6,5.14%,$84.20,$4.1520,2019-12-30,Quarter,2020-01-15,Financial,Property Management,Non-Qualified,2019-12-31,2019-12-18,No
SWM,Schweitzer Maudit,2,5.13%,$35.09,$1.7600,2020-03-03,Quarter,2020-03-20,Consumer Goods,Paper And Paper Products,Qualified,2020-03-04,2020-02-20,No
MEOH,Methanex,2.6,5.12%,$28.06,$1.4400,2020-03-16,Quarter,2020-03-31,Basic Materials,Specialty Chemicals,Qualified,2020-03-17,2020-01-30,No
LAZ,Lazard Ltd.,3.4,5.10%,$36.17,$1.8800,2020-02-14,Quarter,2020-02-28,Financial,Asset Management,Unknown,2020-02-18,2020-01-29,No
ARKR,Ark Restaurants Corp. Com.,1.6,5.09%,$19.58,$1.0000,2020-03-13,Quarter,2020-04-06,Services,Restaurants,Non-Qualified,2020-03-16,2020-03-02,No
WY,Weyerhaeuser,2.6,5.09%,$28.35,$1.3600,2020-03-05,Quarter,2020-03-20,Industrial Goods,Lumber Wood Production,Non-Qualified,2020-03-06,2020-02-14,No
CNAF,Commercial National Financial Corp. (PA) Com.,1.4,5.08%,$20.46,$1.0400,2020-02-27,Quarter,2020-03-06,Financial,Regional Midwest Banks,Qualified,2020-02-28,2020-02-18,No
MFC,Manulife Financial,3.4,5.07%,$16.78,$0.8460,2020-02-24,Quarter,2020-03-19,Financial,Life Insurance,Unknown,2020-02-25,2020-02-12,No
NL,NL Industries,2.6,5.06%,$3.29,$0.1600,2020-03-02,Quarter,2020-03-17,Basic Materials,Synthetics,Qualified,2020-03-03,2020-02-19,No
BCE,BCE Inc.,3.4,5.04%,$47.58,$2.3952,2019-12-13,Quarter,2020-01-15,Technology,Telecom Services Domestic,Unknown,2019-12-16,2019-10-30,Yes
KMI,Kinder Morgan Inc.,3.6,5.04%,$19.91,$1.0000,2020-01-31,Quarter,2020-02-18,Basic Materials,Oil And Gas Pipelines,Qualified,2020-02-03,2020-01-22,No
WFC,Wells Fargo,3,5.03%,$39.70,$2.0400,2020-02-06,Quarter,2020-03-01,Financial,Money Center Banks,Qualified,2020-02-07,2020-01-28,No
SJR,Shaw Communications,3.4,5.03%,$18.13,$0.8904,2020-02-13,Monthly,2020-02-27,Services,Catv Systems,Unknown,2020-02-14,2019-10-24,No
IBM,IBM Corp,2.8,5.03%,$131.85,$6.4800,2020-02-07,Quarter,2020-03-10,Technology,Diversified Computer Systems,Qualified,2020-02-10,2020-01-28,No
PFG,Principal Financial Group,3.2,5.01%,$44.60,$2.2400,2020-02-28,Quarter,2020-03-27,Financial,Asset Management,Qualified,2020-03-02,2020-01-28,No
OLN,Olin Corp,1,5.00%,$14.52,$0.8000,2020-02-07,Quarter,2020-03-10,Basic Materials,Copper,Qualified,2020-02-10,2020-01-24,No
UNM,Unum Group,3.2,5.00%,$21.92,$1.1400,2020-01-30,Quarter,2020-02-21,Financial,Accident And Health Insurance,Qualified,2020-01-31,2020-01-17,No
CMP,Compass Minerals International,3.6,5.00%,$56.22,$2.8800,2020-02-28,Quarter,2020-03-16,Basic Materials,Synthetics,Qualified,2020-03-02,2020-02-19,No
JMP,JMP Group,3.2,5.00%,$3.19,$0.1600,2019-11-14,Quarter,2019-11-29,Financial,Investment Brokerage National,Unknown,2019-11-15,2019-11-04,No
STAG,"STAG Industrial, Inc.",2.8,5.00%,$29.36,$1.4400,2020-03-30,Monthly,2020-04-15,Financial,Reit Industrial,Non-Qualified,2020-03-31,2020-01-09,No
SFB,Stifel Financial Corp,1.6,5.00%,$26.15,$1.3000,2020-03-31,Quarter,2020-04-15,Financial,Investment Brokerage Regional,Non-Qualified,2020-04-01,2019-12-13,No
HRB,H&R Block,3.2,5.00%,$21.19,$1.0400,2020-03-16,Quarter,2020-04-01,Services,Personal Services,Qualified,2020-03-17,2020-03-03,No
FT,Franklin Universal Trust Shs. Ben. Int.,1.6,4.99%,$7.61,$0.3840,2020-02-27,Monthly,2020-03-13,Financial,Closed End Fund Debt,Unknown,2020-02-28,2020-02-18,No
CADE,Cadence Bancorporation,2.8,4.99%,$13.47,$0.7000,2020-02-14,Quarter,2020-02-25,Financial,Regional Southeast Banks,Qualified,2020-02-18,2020-02-04,No
GEF,Greif Inc.,2.2,4.98%,$33.47,$1.7600,2020-03-17,Quarter,2020-04-01,Consumer Goods,Packaging And Containers,Qualified,2020-03-18,2020-02-25,No
SPOK,"Spok Holdings, Inc.",0.6,4.97%,$10.58,$0.5000,2020-03-13,Quarter,2020-03-30,Technology,Wireless Communications,Unknown,2020-03-16,2020-02-26,No
HTBK,Heritage Commerce Corp.,4,4.95%,$10.25,$0.5200,2020-02-04,Quarter,2020-02-19,Financial,Regional Pacific Banks,Qualified,2020-02-05,2020-01-23,No
ORAN,Orange SA (ADR),3.4,4.94%,$13.87,$0.6644,2019-11-27,Semi Annually,2019-12-19,Technology,Telecom Services Foreign,Unknown,2019-11-29,N/A,Yes
